Meat indigenous, sheep;Production
Chickens, broilers;Emissions (N2O) (Manure applied)
Chickens, broilers;Emissions (N2O) (Manure management)
Chickens, broilers;Emissions (CO2eq) (Manure on pasture)
Chickens, broilers;Emissions (CO2eq) (Manure applied)
Chickens, broilers;Emissions (CO2eq) (Manure management)
Chickens, broilers;Direct emissions (N2O) (Manure on pasture)
Chickens, broilers;Direct emissions (N2O) (Manure applied)
Chickens, broilers;Direct emissions (N2O) (Manure management)
Chickens, broilers;Direct emissions (CO2eq) (Manure on pasture)
Chickens, broilers;Direct emissions (CO2eq) (Manure applied)
Chickens, broilers;Direct emissions (CO2eq) (Manure management)
Chickens, broilers;Indirect emissions (N2O) (Manure on pasture)
Chickens, broilers;Indirect emissions (N2O that volatilises) (Manure on pasture)
Chickens, broilers;Indirect emissions (N2O that leaches) (Manure on pasture)
Chickens, broilers;Indirect emissions (N2O) (Manure applied)
Chickens, broilers;Indirect emissions (N2O) (Manure management)
Chickens, broilers;Indirect emissions (CO2eq) (Manure on pasture)
Chickens, broilers;Indirect emissions (CO2eq) (Manure applied)
Chickens, broilers;Indirect emissions (CO2eq) (Manure management)
Chickens, broilers;Manure (N content) (Manure on pasture)
Chickens, broilers;Manure (N content that volatilises) (Manure on pasture)
Chickens, broilers;Manure (N content that leaches) (Manure on pasture)
Chickens, broilers;Manure (N content) (Manure applied)
Chickens, broilers;Manure (N content) (Manure management)
Chickens, broilers;Emissions (CO2eq) from N2O (Manure management)
Chickens, broilers;Emissions (CO2eq) from CH4 (Manure management)
Chickens;Stocks
Chickens;Emissions (CH4) (Manure management)
Chickens;Emissions (N2O) (Manure on pasture)
Chickens;Emissions (N2O) (Manure applied)
Chickens;Emissions (N2O) (Manure management)
Chickens;Emissions (CO2eq) (Manure on pasture)
Chickens;Emissions (CO2eq) (Manure applied)
Chickens;Emissions (CO2eq) (Manure management)
Chickens;Direct emissions (N2O) (Manure on pasture)
Chickens;Direct emissions (N2O) (Manure applied)
Chickens;Direct emissions (N2O) (Manure management)
Chickens;Direct emissions (CO2eq) (Manure on pasture)
Chickens;Direct emissions (CO2eq) (Manure applied)
Chickens;Direct emissions (CO2eq) (Manure management)
Chickens;Indirect emissions (N2O) (Manure on pasture)
Chickens;Indirect emissions (N2O that volatilises) (Manure on pasture)
Chickens;Indirect emissions (N2O that leaches) (Manure on pasture)
Chickens;Indirect emissions (N2O) (Manure applied)
Chickens;Indirect emissions (N2O) (Manure management)
Chickens;Indirect emissions (CO2eq) (Manure on pasture)
Chickens;Indirect emissions (CO2eq) (Manure applied)
Chickens;Indirect emissions (CO2eq) (Manure management)
Chickens;Manure (N content) (Manure on pasture)
Chickens;Manure (N content that volatilises) (Manure on pasture)
Chickens;Manure (N content that leaches) (Manure on pasture)
Chickens;Manure (N content) (Manure applied)
Chickens;Manure (N content) (Manure management)
Chickens;Emissions (CO2eq) from N2O (Manure management)
Chickens;Emissions (CO2eq) from CH4 (Manure management)
Horses;Implied emission factor for CH4 (Enteric)
Horses;Implied emission factor for CH4 (Manure management)
Horses;Emissions (CH4) (Enteric)
Horses;Emissions (CH4) (Manure management)
Horses;Implied emission factor for N2O (Manure on pasture)
Horses;Emissions (N2O) (Manure on pasture)
Horses;Emissions (N2O) (Manure applied)
Horses;Emissions (N2O) (Manure management)
Horses;Emissions (CO2eq) (Manure on pasture)
Horses;Emissions (CO2eq) (Manure applied)
Horses;Emissions (CO2eq) (Enteric)
Horses;Emissions (CO2eq) (Manure management)
Horses;Direct emissions (N2O) (Manure on pasture)
Horses;Direct emissions (N2O) (Manure applied)
Horses;Direct emissions (N2O) (Manure management)
Horses;Direct emissions (CO2eq) (Manure on pasture)
Horses;Direct emissions (CO2eq) (Manure applied)
Horses;Direct emissions (CO2eq) (Manure management)
Horses;Indirect emissions (N2O) (Manure on pasture)
Horses;Indirect emissions (N2O that volatilises) (Manure on pasture)
Horses;Indirect emissions (N2O that leaches) (Manure on pasture)
Horses;Indirect emissions (N2O) (Manure applied)
Horses;Indirect emissions (N2O) (Manure management)
Horses;Indirect emissions (CO2eq) (Manure on pasture)
Horses;Indirect emissions (CO2eq) (Manure applied)
Horses;Indirect emissions (CO2eq) (Manure management)
Horses;Manure (N content) (Manure on pasture)
Horses;Manure (N content that volatilises) (Manure on pasture)
Horses;Manure (N content that leaches) (Manure on pasture)
Horses;Manure (N content) (Manure applied)
Horses;Manure (N content) (Manure management)
Horses;Emissions (CO2eq) from N2O (Manure management)
Horses;Emissions (CO2eq) from CH4 (Manure management)
Potatoes;Emissions (N2O) (Crop residues)
Potatoes;Emissions (CO2eq) (Crop residues)
Potatoes;Direct emissions (N2O) (Crop residues)
Potatoes;Direct emissions (CO2eq) (Crop residues)
Potatoes;Indirect emissions (N2O) (Crop residues)
Potatoes;Indirect emissions (CO2eq) (Crop residues)
Potatoes;Residues (Crop residues)
Nitrogenous fertilizers;Consumption
Agricultural Soils;Emissions (CO2eq)
Agricultural Soils;Emissions (CO2eq) from N2O
All Crops;Emissions (CH4) (Burning crop residues)
All Crops;Emissions (N2O) (Crop residues)
All Crops;Emissions (N2O) (Burning crop residues)
All Crops;Emissions (CO2eq) (Crop residues)
All Crops;Emissions (CO2eq) (Burning crop residues)
All Crops;Direct emissions (N2O) (Crop residues)
All Crops;Direct emissions (CO2eq) (Crop residues)
All Crops;Indirect emissions (N2O) (Crop residues)
All Crops;Indirect emissions (CO2eq) (Crop residues)
All Crops;Residues (Crop residues)
All Crops;Emissions (CO2eq) from N2O (Burning crop residues)
All Crops;Emissions (CO2eq) from CH4 (Burning crop residues)
All Crops;Biomass burned (dry matter)
Sheep and Goats;Implied emission factor for CH4 (Enteric)
Sheep and Goats;Emissions (CH4) (Enteric)
Sheep and Goats;Emissions (CH4) (Manure management)
Sheep and Goats;Emissions (N2O) (Manure on pasture)
Sheep and Goats;Emissions (N2O) (Manure applied)
Sheep and Goats;Emissions (N2O) (Manure management)
Sheep and Goats;Emissions (CO2eq) (Manure on pasture)
Sheep and Goats;Emissions (CO2eq) (Manure applied)
Sheep and Goats;Emissions (CO2eq) (Enteric)
Sheep and Goats;Emissions (CO2eq) (Manure management)
Sheep and Goats;Direct emissions (N2O) (Manure on pasture)
Sheep and Goats;Direct emissions (N2O) (Manure applied)
Sheep and Goats;Direct emissions (N2O) (Manure management)
Sheep and Goats;Direct emissions (CO2eq) (Manure on pasture)
Sheep and Goats;Direct emissions (CO2eq) (Manure applied)
Sheep and Goats;Direct emissions (CO2eq) (Manure management)
Sheep and Goats;Indirect emissions (N2O) (Manure on pasture)
Sheep and Goats;Indirect emissions (N2O that volatilises) (Manure on pasture)
Sheep and Goats;Indirect emissions (N2O that leaches) (Manure on pasture)
Sheep and Goats;Indirect emissions (N2O) (Manure applied)
Sheep and Goats;Indirect emissions (N2O) (Manure management)
Sheep and Goats;Indirect emissions (CO2eq) (Manure on pasture)
Sheep and Goats;Indirect emissions (CO2eq) (Manure applied)
Sheep and Goats;Indirect emissions (CO2eq) (Manure management)
Sheep and Goats;Manure (N content) (Manure on pasture)
Sheep and Goats;Manure (N content that volatilises) (Manure on pasture)
Sheep and Goats;Manure (N content that leaches) (Manure on pasture)
Sheep and Goats;Manure (N content) (Manure applied)
Sheep and Goats;Manure (N content) (Manure management)
Sheep and Goats;Emissions (CO2eq) from N2O (Manure management)
Sheep and Goats;Emissions (CO2eq) from CH4 (Manure management)
All Animals;Stocks
All Animals;Implied emission factor for CH4 (Enteric)
All Animals;Emissions (CH4) (Enteric)
All Animals;Emissions (CH4) (Manure management)
All Animals;Emissions (N2O) (Manure on pasture)
All Animals;Emissions (N2O) (Manure applied)
All Animals;Emissions (N2O) (Manure management)
All Animals;Emissions (CO2eq) (Manure on pasture)
All Animals;Emissions (CO2eq) (Manure applied)
All Animals;Emissions (CO2eq) (Enteric)
All Animals;Emissions (CO2eq) (Manure management)
All Animals;Direct emissions (N2O) (Manure on pasture)
All Animals;Direct emissions (N2O) (Manure applied)
All Animals;Direct emissions (N2O) (Manure management)
All Animals;Direct emissions (CO2eq) (Manure on pasture)
All Animals;Direct emissions (CO2eq) (Manure applied)
All Animals;Direct emissions (CO2eq) (Manure management)
All Animals;Indirect emissions (N2O) (Manure on pasture)
All Animals;Indirect emissions (N2O that volatilises) (Manure on pasture)
All Animals;Indirect emissions (N2O that leaches) (Manure on pasture)
All Animals;Indirect emissions (N2O) (Manure applied)
All Animals;Indirect emissions (N2O) (Manure management)
All Animals;Indirect emissions (CO2eq) (Manure on pasture)
All Animals;Indirect emissions (CO2eq) (Manure applied)
All Animals;Indirect emissions (CO2eq) (Manure management)
All Animals;Manure (N content) (Manure on pasture)
All Animals;Manure (N content that volatilises) (Manure on pasture)
All Animals;Manure (N content that leaches) (Manure on pasture)
All Animals;Manure (N content) (Manure applied)
All Animals;Manure (N content) (Manure management)
All Animals;Emissions (CO2eq) from N2O (Manure management)
All Animals;Emissions (CO2eq) from CH4 (Manure management)
Cattle;Stocks
Cattle;Implied emission factor for CH4 (Enteric)
Cattle;Emissions (CH4) (Enteric)
Cattle;Emissions (CH4) (Manure management)
Cattle;Emissions (N2O) (Manure on pasture)
Cattle;Emissions (N2O) (Manure applied)
Cattle;Emissions (N2O) (Manure management)
Cattle;Emissions (CO2eq) (Manure on pasture)
Cattle;Emissions (CO2eq) (Manure applied)
Cattle;Emissions (CO2eq) (Enteric)
Cattle;Emissions (CO2eq) (Manure management)
Cattle;Direct emissions (N2O) (Manure on pasture)
Cattle;Direct emissions (N2O) (Manure applied)
Cattle;Direct emissions (N2O) (Manure management)
Cattle;Direct emissions (CO2eq) (Manure on pasture)
Cattle;Direct emissions (CO2eq) (Manure applied)
Cattle;Direct emissions (CO2eq) (Manure management)
Cattle;Indirect emissions (N2O) (Manure on pasture)
Cattle;Indirect emissions (N2O that volatilises) (Manure on pasture)
Cattle;Indirect emissions (N2O that leaches) (Manure on pasture)
Cattle;Indirect emissions (N2O) (Manure applied)
Cattle;Indirect emissions (N2O) (Manure management)
Cattle;Indirect emissions (CO2eq) (Manure on pasture)
Cattle;Indirect emissions (CO2eq) (Manure applied)
Cattle;Indirect emissions (CO2eq) (Manure management)
Cattle;Manure (N content) (Manure on pasture)
Cattle;Manure (N content that volatilises) (Manure on pasture)
Cattle;Manure (N content that leaches) (Manure on pasture)
Cattle;Manure (N content) (Manure applied)
Cattle;Manure (N content) (Manure management)
Cattle;Emissions (CO2eq) from N2O (Manure management)
Cattle;Emissions (CO2eq) from CH4 (Manure management)
Mules and Asses;Stocks
Mules and Asses;Implied emission factor for CH4 (Enteric)
Mules and Asses;Emissions (CH4) (Enteric)
Mules and Asses;Emissions (CH4) (Manure management)
Mules and Asses;Emissions (N2O) (Manure on pasture)
Mules and Asses;Emissions (N2O) (Manure applied)
Mules and Asses;Emissions (N2O) (Manure management)
Mules and Asses;Emissions (CO2eq) (Manure on pasture)
Mules and Asses;Emissions (CO2eq) (Manure applied)
Mules and Asses;Emissions (CO2eq) (Enteric)
Mules and Asses;Emissions (CO2eq) (Manure management)
Mules and Asses;Direct emissions (N2O) (Manure on pasture)
Mules and Asses;Direct emissions (N2O) (Manure applied)
Mules and Asses;Direct emissions (N2O) (Manure management)
Mules and Asses;Direct emissions (CO2eq) (Manure on pasture)
Mules and Asses;Direct emissions (CO2eq) (Manure applied)
Mules and Asses;Direct emissions (CO2eq) (Manure management)
Mules and Asses;Indirect emissions (N2O) (Manure on pasture)
Mules and Asses;Indirect emissions (N2O that volatilises) (Manure on pasture)
Mules and Asses;Indirect emissions (N2O that leaches) (Manure on pasture)
Mules and Asses;Indirect emissions (N2O) (Manure applied)
Mules and Asses;Indirect emissions (N2O) (Manure management)
Mules and Asses;Indirect emissions (CO2eq) (Manure on pasture)
Mules and Asses;Indirect emissions (CO2eq) (Manure applied)
Mules and Asses;Indirect emissions (CO2eq) (Manure management)
Mules and Asses;Manure (N content) (Manure on pasture)
Mules and Asses;Manure (N content that volatilises) (Manure on pasture)
Mules and Asses;Manure (N content that leaches) (Manure on pasture)
Mules and Asses;Manure (N content) (Manure applied)
Mules and Asses;Manure (N content) (Manure management)
Mules and Asses;Emissions (CO2eq) from N2O (Manure management)
Mules and Asses;Emissions (CO2eq) from CH4 (Manure management)
Poultry Birds;Stocks
Poultry Birds;Emissions (CH4) (Manure management)
Poultry Birds;Emissions (N2O) (Manure on pasture)
Poultry Birds;Emissions (N2O) (Manure applied)
Poultry Birds;Emissions (N2O) (Manure management)
Poultry Birds;Emissions (CO2eq) (Manure on pasture)
Poultry Birds;Emissions (CO2eq) (Manure applied)
Poultry Birds;Emissions (CO2eq) (Manure management)
Poultry Birds;Direct emissions (N2O) (Manure on pasture)
Poultry Birds;Direct emissions (N2O) (Manure applied)
Poultry Birds;Direct emissions (N2O) (Manure management)
Poultry Birds;Direct emissions (CO2eq) (Manure on pasture)
Poultry Birds;Direct emissions (CO2eq) (Manure applied)
Poultry Birds;Direct emissions (CO2eq) (Manure management)
Poultry Birds;Indirect emissions (N2O) (Manure on pasture)
Poultry Birds;Indirect emissions (N2O that volatilises) (Manure on pasture)
Poultry Birds;Indirect emissions (N2O that leaches) (Manure on pasture)
Poultry Birds;Indirect emissions (N2O) (Manure applied)
Poultry Birds;Indirect emissions (N2O) (Manure management)
Poultry Birds;Indirect emissions (CO2eq) (Manure on pasture)
Poultry Birds;Indirect emissions (CO2eq) (Manure applied)
Poultry Birds;Indirect emissions (CO2eq) (Manure management)
Poultry Birds;Manure (N content) (Manure on pasture)
Poultry Birds;Manure (N content that volatilises) (Manure on pasture)
Poultry Birds;Manure (N content that leaches) (Manure on pasture)
Poultry Birds;Manure (N content) (Manure applied)
Poultry Birds;Manure (N content) (Manure management)
Poultry Birds;Emissions (CO2eq) from N2O (Manure management)
Poultry Birds;Emissions (CO2eq) from CH4 (Manure management)
Synthetic Nitrogen fertilizers;Emissions (N2O) (Synthetic fertilizers)
Synthetic Nitrogen fertilizers;Emissions (CO2eq) (Synthetic fertilizers)
Synthetic Nitrogen fertilizers;Direct emissions (N2O) (Synthetic fertilizers)
Synthetic Nitrogen fertilizers;Direct emissions (CO2eq) (Synthetic fertilizers)
Synthetic Nitrogen fertilizers;Indirect emissions (N2O) (Synthetic fertilizers)
Synthetic Nitrogen fertilizers;Indirect emissions (N2O that volatilises) (Synthetic fertilizers)
Synthetic Nitrogen fertilizers;Indirect emissions (N2O that leaches) (Synthetic fertilizers)
Synthetic Nitrogen fertilizers;Indirect emissions (CO2eq) (Synthetic fertilizers)
Enteric Fermentation;Emissions (CO2eq)
Enteric Fermentation;Emissions (CO2eq) from CH4
Manure Management;Emissions (CO2eq)
Manure Management;Emissions (CO2eq) from N2O
Manure Management;Emissions (CO2eq) from CH4
Synthetic Fertilizers;Emissions (CO2eq)
Synthetic Fertilizers;Emissions (CO2eq) from N2O
Manure applied to Soils;Emissions (CO2eq)
Manure applied to Soils;Emissions (CO2eq) from N2O
Manure left on Pasture;Emissions (CO2eq)
Manure left on Pasture;Emissions (CO2eq) from N2O
Crop Residues;Emissions (CO2eq)
Crop Residues;Emissions (CO2eq) from N2O
Burning - Crop residues;Emissions (CO2eq)
Burning - Crop residues;Emissions (CO2eq) from N2O
Burning - Crop residues;Emissions (CO2eq) from CH4
Maize;Emissions (CH4) (Burning crop residues)
Maize;Emissions (N2O) (Crop residues)
Maize;Emissions (N2O) (Burning crop residues)
Maize;Emissions (CO2eq) (Crop residues)
Maize;Emissions (CO2eq) (Burning crop residues)
Maize;Direct emissions (N2O) (Crop residues)
Maize;Direct emissions (CO2eq) (Crop residues)
Maize;Indirect emissions (N2O) (Crop residues)
Maize;Indirect emissions (CO2eq) (Crop residues)
Maize;Residues (Crop residues)
Maize;Emissions (CO2eq) from N2O (Burning crop residues)
Maize;Emissions (CO2eq) from CH4 (Burning crop residues)
Maize;Biomass burned (dry matter)
Cattle, dairy;Stocks
Cattle, dairy;Implied emission factor for CH4 (Enteric)
Cattle, dairy;Implied emission factor for CH4 (Manure management)
Cattle, dairy;Emissions (CH4) (Enteric)
Cattle, dairy;Emissions (CH4) (Manure management)
Cattle, dairy;Implied emission factor for N2O (Manure on pasture)
Cattle, dairy;Implied emission factor for N2O (Manure applied)
Cattle, dairy;Implied emission factor for N2O (Manure management)
Cattle, dairy;Emissions (N2O) (Manure on pasture)
Cattle, dairy;Emissions (N2O) (Manure applied)
Cattle, dairy;Emissions (N2O) (Manure management)
Cattle, dairy;Emissions (CO2eq) (Manure on pasture)
Cattle, dairy;Emissions (CO2eq) (Manure applied)
Cattle, dairy;Emissions (CO2eq) (Enteric)
Cattle, dairy;Emissions (CO2eq) (Manure management)
Cattle, dairy;Direct emissions (N2O) (Manure on pasture)
Cattle, dairy;Direct emissions (N2O) (Manure applied)
Cattle, dairy;Direct emissions (N2O) (Manure management)
Cattle, dairy;Direct emissions (CO2eq) (Manure on pasture)
Cattle, dairy;Direct emissions (CO2eq) (Manure applied)
Cattle, dairy;Direct emissions (CO2eq) (Manure management)
Cattle, dairy;Indirect emissions (N2O) (Manure on pasture)
Cattle, dairy;Indirect emissions (N2O that volatilises) (Manure on pasture)
Cattle, dairy;Indirect emissions (N2O that leaches) (Manure on pasture)
Cattle, dairy;Indirect emissions (N2O) (Manure applied)
Cattle, dairy;Indirect emissions (N2O) (Manure management)
Cattle, dairy;Indirect emissions (CO2eq) (Manure on pasture)
Cattle, dairy;Indirect emissions (CO2eq) (Manure applied)
Cattle, dairy;Indirect emissions (CO2eq) (Manure management)
Cattle, dairy;Manure (N content) (Manure on pasture)
Cattle, dairy;Manure (N content that volatilises) (Manure on pasture)
Cattle, dairy;Manure (N content that leaches) (Manure on pasture)
Cattle, dairy;Manure (N content) (Manure applied)
Cattle, dairy;Manure (N content) (Manure management)
Cattle, dairy;Emissions (CO2eq) from N2O (Manure management)
Cattle, dairy;Emissions (CO2eq) from CH4 (Manure management)
Cattle, non-dairy;Stocks
Cattle, non-dairy;Implied emission factor for CH4 (Enteric)
Cattle, non-dairy;Implied emission factor for CH4 (Manure management)
Cattle, non-dairy;Emissions (CH4) (Enteric)
Cattle, non-dairy;Emissions (CH4) (Manure management)
Cattle, non-dairy;Implied emission factor for N2O (Manure on pasture)
Cattle, non-dairy;Implied emission factor for N2O (Manure applied)
Cattle, non-dairy;Implied emission factor for N2O (Manure management)
Cattle, non-dairy;Emissions (N2O) (Manure on pasture)
Cattle, non-dairy;Emissions (N2O) (Manure applied)
Cattle, non-dairy;Emissions (N2O) (Manure management)
Cattle, non-dairy;Emissions (CO2eq) (Manure on pasture)
Cattle, non-dairy;Emissions (CO2eq) (Manure applied)
Cattle, non-dairy;Emissions (CO2eq) (Enteric)
Cattle, non-dairy;Emissions (CO2eq) (Manure management)
Cattle, non-dairy;Direct emissions (N2O) (Manure on pasture)
Cattle, non-dairy;Direct emissions (N2O) (Manure applied)
Cattle, non-dairy;Direct emissions (N2O) (Manure management)
Cattle, non-dairy;Direct emissions (CO2eq) (Manure on pasture)
Cattle, non-dairy;Direct emissions (CO2eq) (Manure applied)
Cattle, non-dairy;Direct emissions (CO2eq) (Manure management)
Cattle, non-dairy;Indirect emissions (N2O) (Manure on pasture)
Cattle, non-dairy;Indirect emissions (N2O that volatilises) (Manure on pasture)
Cattle, non-dairy;Indirect emissions (N2O that leaches) (Manure on pasture)
Cattle, non-dairy;Indirect emissions (N2O) (Manure applied)
Cattle, non-dairy;Indirect emissions (N2O) (Manure management)
Cattle, non-dairy;Indirect emissions (CO2eq) (Manure on pasture)
Cattle, non-dairy;Indirect emissions (CO2eq) (Manure applied)
Cattle, non-dairy;Indirect emissions (CO2eq) (Manure management)
Cattle, non-dairy;Manure (N content) (Manure on pasture)
Cattle, non-dairy;Manure (N content that volatilises) (Manure on pasture)
Cattle, non-dairy;Manure (N content that leaches) (Manure on pasture)
Cattle, non-dairy;Manure (N content) (Manure applied)
Cattle, non-dairy;Manure (N content) (Manure management)
Cattle, non-dairy;Emissions (CO2eq) from N2O (Manure management)
Cattle, non-dairy;Emissions (CO2eq) from CH4 (Manure management)
Sheep;Implied emission factor for CH4 (Enteric)
Sheep;Implied emission factor for CH4 (Manure management)
Sheep;Emissions (CH4) (Enteric)
Sheep;Emissions (CH4) (Manure management)
Sheep;Implied emission factor for N2O (Manure on pasture)
Sheep;Emissions (N2O) (Manure on pasture)
Sheep;Emissions (N2O) (Manure applied)
Sheep;Emissions (N2O) (Manure management)
Sheep;Emissions (CO2eq) (Manure on pasture)
Sheep;Emissions (CO2eq) (Manure applied)
Sheep;Emissions (CO2eq) (Enteric)
Sheep;Emissions (CO2eq) (Manure management)
Sheep;Direct emissions (N2O) (Manure on pasture)
Sheep;Direct emissions (N2O) (Manure applied)
Sheep;Direct emissions (N2O) (Manure management)
Sheep;Direct emissions (CO2eq) (Manure on pasture)
Sheep;Direct emissions (CO2eq) (Manure applied)
Sheep;Direct emissions (CO2eq) (Manure management)
Sheep;Indirect emissions (N2O) (Manure on pasture)
Sheep;Indirect emissions (N2O that volatilises) (Manure on pasture)
Sheep;Indirect emissions (N2O that leaches) (Manure on pasture)
Sheep;Indirect emissions (N2O) (Manure applied)
Sheep;Indirect emissions (N2O) (Manure management)
Sheep;Indirect emissions (CO2eq) (Manure on pasture)
Sheep;Indirect emissions (CO2eq) (Manure applied)
Sheep;Indirect emissions (CO2eq) (Manure management)
Sheep;Manure (N content) (Manure on pasture)
Sheep;Manure (N content that volatilises) (Manure on pasture)
Sheep;Manure (N content that leaches) (Manure on pasture)
Sheep;Manure (N content) (Manure applied)
Sheep;Manure (N content) (Manure management)
Sheep;Emissions (CO2eq) from N2O (Manure management)
Sheep;Emissions (CO2eq) from CH4 (Manure management)
Pesticides;Import Value
Nitrogenous fertilizers;Import Value
Country area;Area
Land area;Area
Agricultural area;Area
Arable land and Permanent crops;Area
Arable land;Area
Permanent crops;Area
Permanent meadows and pastures;Area
Inland water;Area
Total area equipped for irrigation;Area
